temp,location,clouds,pressure,rain,time_stamp,humidity,wind,location_encoded
44.99,Haymarket Square,1.0,1012.22,0.003,1543765974,0.95,6.36,5
45.03,North End,1.0,1012.22,0.003,1543765974,0.94,6.4,6
44.95,North Station,1.0,1012.22,0.003,1543765974,0.95,6.33,7
44.95,Northeastern University,1.0,1012.2,0.003,1543765974,0.95,6.02,8
45.1,South Station,1.0,1012.21,0.003,1543765974,0.94,6.35,9
44.94,Theatre District,1.0,1012.21,0.003,1543765974,0.95,6.27,10
44.9,West End,1.0,1012.22,0.003,1543765974,0.95,6.29,11
36.05,Back Bay,0.73,991.32,-0.04567252970366553,1543408327,0.72,7.65,0
36.02,Beacon Hill,0.73,991.31,-0.04499857965652154,1543408327,0.72,7.69,1
35.98,Boston University,0.73,991.33,-0.04779443545029949,1543408327,0.72,7.5,2
35.95,Fenway,0.73,991.33,-0.046769061955970415,1543408327,0.72,7.56,3
36.63,Financial District,0.73,991.3,-0.04263679957884392,1543408327,0.7,7.79,4
36.08,Haymarket Square,0.73,991.29,-0.04327084998001851,1543408327,0.72,7.76,5
36.11,North End,0.73,991.29,-0.04275067058148352,1543408327,0.72,7.78,6
36.05,North Station,0.73,991.29,-0.04364739170593168,1543408327,0.72,7.72,7
35.94,Northeastern University,0.72,991.33,-0.04548499547142626,1543408327,0.72,7.63,8
36.61,South Station,0.72,991.3,-0.04230410153864739,1543408327,0.7,7.8,9
35.97,Theatre District,0.72,991.31,-0.043496870449388325,1543408327,0.72,7.74,10
35.99,West End,0.73,991.3,-0.04327237611535395,1543408327,0.72,7.71,11
38.0,Beacon Hill,0.46,999.24,0.01024618592325055,1543468655,0.7,10.09,1
38.03,Boston University,0.44,999.27,0.007010389866394462,1543468655,0.7,9.93,2
37.75,Fenway,0.44,999.27,0.007241149870949926,1543468655,0.7,9.97,3
38.27,Financial District,0.47,999.23,0.012728543203735398,1543468655,0.69,10.18,4
37.96,Haymarket Square,0.47,999.23,0.012051522739966458,1543468655,0.7,10.14,5
38.0,North End,0.47,999.23,0.012591059868569232,1543468655,0.7,10.16,6
37.71,Northeastern University,0.45,999.26,0.00950859289599748,1543468655,0.7,10.04,8
38.19,South Station,0.47,999.24,0.013526949542509215,1543468655,0.69,10.19,9
37.74,Theatre District,0.46,999.24,0.011882484268866733,1543468655,0.7,10.14,10
37.83,West End,0.46,999.24,0.011586799333500153,1543468655,0.7,10.1,11
38.21,Fenway,0.37,1022.55,-0.0014993680873516269,1544953502,0.77,7.73,3
38.39,West End,0.26,1022.38,-0.005734654629151237,1544953502,0.76,7.81,11
37.66,Back Bay,0.41,998.66,0.021984465602145065,1543462329,0.71,11.18,0
37.64,Beacon Hill,0.42,998.65,0.023374209968267223,1543462329,0.71,11.23,1
37.7,Boston University,0.41,998.68,0.019650242738180168,1543462329,0.71,11.0,2
37.38,Fenway,0.41,998.68,0.020507215734809847,1543462329,0.72,11.06,3
39.88,Financial District,0.42,998.64,0.027630075587936176,1543462329,0.65,11.35,4
37.58,Haymarket Square,0.42,998.64,0.02491040009304868,1543462329,0.71,11.3,5
37.62,North End,0.42,998.64,0.025605272340698093,1543462329,0.71,11.33,6
37.5,North Station,0.42,998.65,0.024870796600126255,1543462329,0.72,11.26,7
37.3,Northeastern University,0.41,998.67,0.022311461488740747,1543462329,0.72,11.14,8
39.7,South Station,0.44,998.63,0.025745196845718965,1543462329,0.66,11.11,9
37.33,Theatre District,0.41,998.65,0.02492092698695103,1543462329,0.72,11.29,10
37.44,West End,0.42,998.65,0.025049723862579754,1543462329,0.72,11.24,11
29.94,Boston University,0.59,1035.12,-0.039230855043896895,1544755502,0.69,1.89,2
29.95,South Station,0.58,1035.11,-0.03554429438405293,1544755502,0.7,2.07,9
29.85,West End,0.59,1035.12,-0.036872501612918995,1544755502,0.7,1.94,11
42.83,Back Bay,0.35,1029.36,-0.020027768254465173,1544816701,0.65,4.17,0
42.67,Beacon Hill,0.34,1029.36,-0.020178848641890568,1544816701,0.66,4.18,1
42.79,Fenway,0.36,1029.36,-0.01942046003225073,1544816701,0.65,4.15,3
42.73,Haymarket Square,0.34,1029.36,-0.019694596935764253,1544816701,0.65,4.19,5
42.76,North End,0.33,1029.36,-0.01987085412615386,1544816701,0.65,4.2,6
42.7,North Station,0.34,1029.36,-0.019605133304537503,1544816701,0.65,4.18,7
42.76,Northeastern University,0.35,1029.36,-0.018714146047869917,1544816701,0.66,4.16,8
42.62,Theatre District,0.34,1029.36,-0.018757378441065953,1544816701,0.66,4.19,10
42.62,West End,0.34,1029.36,-0.018761277589888437,1544816701,0.66,4.18,11
44.64,Back Bay,0.97,1008.11,0.048,1543271721,0.87,9.19,0
44.64,Beacon Hill,0.97,1008.13,0.069,1543271721,0.87,9.21,1
45.51,Financial District,0.97,1008.13,0.073,1543271721,0.84,9.32,4
44.68,Haymarket Square,0.97,1008.14,0.0866,1543271721,0.87,9.26,5
44.63,North Station,0.97,1008.14,0.0866,1543271721,0.87,9.22,7
44.51,Northeastern University,0.97,1008.09,0.0332,1543271721,0.88,9.19,8
44.59,Theatre District,0.97,1008.12,0.0607,1543271721,0.87,9.29,10
44.59,West End,0.97,1008.14,0.0782,1543271721,0.87,9.21,11
40.7,Back Bay,0.56,1024.63,0.0016249595274615558,1544931901,0.71,6.53,0
40.62,Beacon Hill,0.55,1024.64,0.001431855634464796,1544931901,0.71,6.55,1
40.65,Boston University,0.57,1024.63,-0.0008168615296000326,1544931901,0.7,6.35,2
40.47,Fenway,0.57,1024.63,0.0006217899260434478,1544931901,0.71,6.43,3
41.86,Financial District,0.55,1024.64,0.005126957598307058,1544931901,0.68,6.68,4
40.62,Haymarket Square,0.55,1024.65,0.0030103634387472766,1544931901,0.71,6.61,5
40.69,North End,0.55,1024.65,0.0036079737575391846,1544931901,0.71,6.63,6
40.54,North Station,0.55,1024.65,0.0023816979434627683,1544931901,0.71,6.56,7
40.48,Northeastern University,0.57,1024.63,0.0029516786977552556,1544931901,0.71,6.53,8
41.84,South Station,0.55,1024.64,0.0061560922274424,1544931901,0.68,6.7,9
40.49,Theatre District,0.56,1024.64,0.004482246416998237,1544931901,0.71,6.64,10
40.46,West End,0.55,1024.64,0.00263649165573554,1544931901,0.71,6.55,11
44.55,Back Bay,0.91,1009.01,0.004,1543268108,0.86,9.41,0
44.32,Fenway,0.91,1008.99,0.003,1543268108,0.87,9.36,3
45.31,Financial District,0.91,1009.03,0.0003,1543268108,0.83,9.5,4
44.48,North Station,0.92,1009.04,0.0003,1543268108,0.86,9.41,7
44.33,Northeastern University,0.91,1008.99,0.0041,1543268108,0.87,9.42,8
45.27,South Station,0.91,1009.02,0.003,1543268108,0.83,9.52,9
44.42,West End,0.92,1009.03,0.0031,1543268108,0.86,9.41,11
40.63,Back Bay,0.86,1014.17,0.0022989517884752786,1543207298,0.93,2.59,0
40.49,North Station,0.86,1014.18,0.002662743211118368,1543207298,0.93,2.56,7
43.88,Back Bay,1.0,1023.58,0.03379061225079738,1544849101,0.9,6.22,0
43.95,Boston University,1.0,1023.65,0.033033941257684774,1544849101,0.89,6.15,2
43.72,Fenway,1.0,1023.66,0.03379521679589459,1544849101,0.9,6.19,3
43.66,Haymarket Square,1.0,1023.74,0.03461863826670708,1544849101,0.9,6.21,5
43.69,North End,1.0,1023.74,0.03498348254618122,1544849101,0.9,6.22,6
43.71,Northeastern University,1.0,1023.58,0.03537666251388316,1544849101,0.91,6.24,8
43.56,Theatre District,1.0,1023.75,0.03592663793861561,1544849101,0.91,6.23,10
48.88,Back Bay,1.0,1002.54,-0.04904340957916986,1543798374,0.93,2.58,0
48.77,Beacon Hill,1.0,1002.54,-0.0487942384015696,1543798374,0.93,2.6,1
48.84,Boston University,1.0,1002.54,-0.049594644154197454,1543798374,0.93,2.53,2
48.82,Fenway,1.0,1002.54,-0.04932658852504801,1543798374,0.93,2.54,3
49.62,Financial District,1.0,1002.54,-0.04701446542654253,1543798374,0.91,2.63,4
48.74,Haymarket Square,1.0,1002.54,-0.04793589747274041,1543798374,0.93,2.62,5
48.76,North End,1.0,1002.54,-0.04759041092333405,1543798374,0.93,2.63,6
48.69,North Station,1.0,1002.54,-0.04788514930164922,1543798374,0.93,2.61,7
48.23,Northeastern University,1.0,1002.6,-0.04845268134292269,1543798374,0.94,2.58,8
49.63,South Station,1.0,1002.54,-0.04623792784531133,1543798374,0.91,2.63,9
48.76,Theatre District,1.0,1002.54,-0.04690236360623601,1543798374,0.94,2.61,10
48.67,West End,1.0,1002.54,-0.04731812088084553,1543798374,0.93,2.61,11
46.02,Boston University,0.92,1010.86,0.09082750478142998,1543260909,0.83,8.67,2
45.8,Fenway,0.92,1010.86,0.09055307069019136,1543260909,0.83,8.67,3
45.76,Northeastern University,0.92,1010.86,0.09092214938300458,1543260909,0.83,8.65,8
40.89,Back Bay,1.0,1014.75,-0.008871385584498626,1543224549,0.93,1.25,0
40.87,Beacon Hill,1.0,1014.75,-0.009069335312489102,1543224549,0.93,1.23,1
40.86,Boston University,1.0,1014.75,-0.005519884453306645,1543224549,0.93,1.45,2
40.72,Fenway,1.0,1014.75,-0.006644499101170709,1543224549,0.94,1.36,3
42.06,Financial District,1.0,1014.75,-0.009902708768436241,1543224549,0.89,1.1,4
40.88,Haymarket Square,1.0,1014.75,-0.009220909296715263,1543224549,0.93,1.18,5
40.91,North End,1.0,1014.75,-0.009322070374381042,1543224549,0.93,1.16,6
40.83,North Station,1.0,1014.75,-0.008082815292311807,1543224549,0.93,1.24,7
40.77,Northeastern University,1.0,1014.74,-0.0073846349992123805,1543224549,0.94,1.26,8
42.06,South Station,1.0,1014.75,-0.009611534274412747,1543224549,0.89,1.07,9
40.81,Theatre District,1.0,1014.75,-0.008827600357960819,1543224549,0.94,1.14,10
40.78,West End,1.0,1014.75,-0.007180886387459395,1543224549,0.94,1.24,11
41.04,Boston University,0.62,991.58,-0.009089201428878368,1543421182,0.62,9.97,2
41.33,Fenway,0.61,991.58,-0.008689125954632004,1543421182,0.61,10.01,3
41.2,Haymarket Square,0.64,991.56,-0.0074798084345388816,1543421182,0.62,9.96,5
41.17,South Station,0.63,991.57,-0.006655810409370133,1543421182,0.62,10.01,9
41.23,West End,0.63,991.57,-0.00716880280278076,1543421182,0.62,9.95,11
45.26,Back Bay,0.89,1021.8,-0.005011022087686001,1544874301,0.91,4.45,0
45.23,Boston University,0.89,1021.81,-0.0059681510807081395,1544874301,0.91,4.37,2
45.14,Fenway,0.89,1021.81,-0.005442625887781105,1544874301,0.92,4.38,3
45.32,Haymarket Square,0.89,1021.79,-0.0027804329937595185,1544874301,0.91,4.54,5
45.33,North End,0.89,1021.79,-0.0024543041744067295,1544874301,0.91,4.55,6
45.3,North Station,0.88,1021.79,-0.0033680482214037966,1544874301,0.91,4.52,7
45.29,Theatre District,0.89,1021.8,-0.0025065784808617764,1544874301,0.91,4.51,10
40.97,Back Bay,1.0,993.21,0.014856404385994892,1543437129,0.65,9.76,0
40.87,North End,1.0,993.27,0.017835318708790737,1543437129,0.65,9.89,6
40.62,Theatre District,1.0,993.29,0.018742269668564404,1543437129,0.66,9.91,10
35.37,Haymarket Square,0.24,991.72,-0.08454146190267409,1543386869,0.78,6.57,5
35.31,North Station,0.24,991.71,-0.08486149490882156,1543386869,0.78,6.54,7
35.3,Northeastern University,0.25,991.59,-0.08397370979535879,1543386869,0.79,6.56,8
35.35,Theatre District,0.24,991.57,-0.08295397614021738,1543386869,0.79,6.64,10
35.38,West End,0.24,991.56,-0.08356189578410067,1543386869,0.79,6.59,11
37.64,Back Bay,0.53,1023.02,0.017467916698194585,1543675974,0.67,4.82,0
37.52,Beacon Hill,0.54,1023.02,0.01839416673463745,1543675974,0.67,4.85,1
37.45,Boston University,0.53,1023.03,0.016749372817386643,1543675974,0.68,4.75,2
37.78,Fenway,0.53,1023.03,0.0174573104436746,1543675974,0.67,4.77,3
36.79,Financial District,0.54,1023.02,0.018997983294212872,1543675974,0.69,4.9,4
37.67,Haymarket Square,0.54,1023.02,0.019911617042765783,1543675974,0.67,4.89,5
37.67,North End,0.54,1023.02,0.020218388132065,1543675974,0.67,4.9,6
37.74,North Station,0.54,1023.02,0.02019465797465614,1543675974,0.67,4.88,7
37.8,Northeastern University,0.53,1023.03,0.0187192111121135,1543675974,0.67,4.8,8
36.82,South Station,0.54,1023.02,0.01981323633557963,1543675974,0.69,4.9,9
37.73,Theatre District,0.54,1023.02,0.020474273036256818,1543675974,0.67,4.87,10
37.71,West End,0.54,1023.02,0.020586993546359622,1543675974,0.67,4.87,11
43.59,Back Bay,0.58,1006.74,0.06747617482535873,1543506774,0.54,11.22,0
43.47,Beacon Hill,0.59,1006.74,0.06957207413128685,1543506774,0.55,11.3,1
43.52,Boston University,0.57,1006.75,0.06582748175929964,1543506774,0.55,11.11,2
43.8,Fenway,0.57,1006.75,0.0661279604971412,1543506774,0.54,11.11,3
43.55,Financial District,0.59,1006.73,0.07122783650676467,1543506774,0.55,11.37,4
43.59,Haymarket Square,0.59,1006.73,0.07121906484208296,1543506774,0.54,11.38,5
43.59,North End,0.6,1006.73,0.07222227252029256,1543506774,0.54,11.4,6
43.66,North Station,0.59,1006.74,0.07138752386399005,1543506774,0.54,11.36,7
43.84,Northeastern University,0.57,1006.74,0.06754315853569892,1543506774,0.54,11.15,8
43.62,South Station,0.59,1006.73,0.07141687655607143,1543506774,0.54,11.35,9
43.74,Theatre District,0.59,1006.74,0.07122001802001421,1543506774,0.54,11.31,10
43.64,West End,0.59,1006.74,0.07148854692765383,1543506774,0.54,11.33,11
33.77,Financial District,0.12,991.21,-0.11334643435968417,1543398495,0.82,5.41,4
33.56,North End,0.12,991.2,-0.11340852452354966,1543398495,0.83,5.39,6
33.48,North Station,0.12,991.2,-0.11387795575099346,1543398495,0.83,5.36,7
33.43,Northeastern University,0.12,991.23,-0.11370104880384702,1543398495,0.83,5.36,8
33.77,South Station,0.12,991.21,-0.11243391938947411,1543398495,0.82,5.42,9
41.61,Back Bay,0.91,1028.96,0.013361909145530149,1544820301,0.7,4.51,0
41.74,Boston University,0.92,1028.95,0.013640104242440998,1544820301,0.7,4.46,2
41.48,Fenway,0.92,1028.96,0.013484327559055487,1544820301,0.7,4.47,3
42.12,Financial District,0.91,1028.96,0.015338599180850565,1544820301,0.69,4.56,4
41.42,Haymarket Square,0.91,1028.96,0.014527967720667334,1544820301,0.7,4.56,5
41.48,North End,0.91,1028.96,0.01495088519034482,1544820301,0.7,4.57,6
41.39,North Station,0.91,1028.96,0.014617431351894083,1544820301,0.7,4.55,7
41.46,Northeastern University,0.92,1028.96,0.014513462188176618,1544820301,0.7,4.49,8
41.33,Theatre District,0.91,1028.96,0.015193231437393706,1544820301,0.71,4.54,10
41.3,West End,0.91,1028.96,0.015286594217414518,1544820301,0.71,4.54,11
53.17,Back Bay,0.85,999.29,0.03219480341857661,1543863174,0.54,9.83,0
53.12,Beacon Hill,0.85,999.29,0.03287079121464842,1543863174,0.54,9.87,1
53.17,Boston University,0.85,999.29,0.032031670001899215,1543863174,0.54,9.8,2
52.99,Fenway,0.85,999.3,0.03211305859521474,1543863174,0.55,9.79,3
53.35,Financial District,0.85,999.28,0.034040243945923976,1543863174,0.54,9.89,4
53.07,Haymarket Square,0.85,999.28,0.03419797226756316,1543863174,0.55,9.9,5
53.11,North End,0.85,999.28,0.03418920060286723,1543863174,0.54,9.91,6
53.0,North Station,0.85,999.28,0.03436534009757963,1543863174,0.55,9.9,7
52.99,Northeastern University,0.85,999.3,0.03302557356542479,1543863174,0.55,9.8,8
53.31,South Station,0.85,999.29,0.034605410966847217,1543863174,0.54,9.88,9
52.95,Theatre District,0.85,999.29,0.03414227209083265,1543863174,0.55,9.86,10
52.97,West End,0.85,999.28,0.034757675669268906,1543863174,0.55,9.89,11
45.61,Back Bay,0.42,1022.0,0.00577539121248094,1544913902,0.69,7.36,0
46.69,Financial District,0.43,1022.0,0.010867621085822066,1544913902,0.67,7.53,4
46.62,South Station,0.42,1022.0,0.011258865594740541,1544913902,0.67,7.55,9
45.13,Theatre District,0.42,1022.0,0.009010548648674899,1544913902,0.71,7.48,10
41.01,Back Bay,1.0,1014.58,-0.0009595522741534523,1543223110,0.92,1.81,0
40.97,Beacon Hill,1.0,1014.59,-0.0010001291341410479,1543223110,0.92,1.8,1
40.95,Boston University,1.0,1014.59,0.0005106074473673061,1543223110,0.92,1.89,2
40.87,Fenway,1.0,1014.58,0.00023806156605132855,1543223110,0.93,1.85,3
41.71,Financial District,1.0,1014.58,-0.0008720604703569279,1543223110,0.9,1.74,4
41.0,Haymarket Square,1.0,1014.59,-0.0006469823010917253,1543223110,0.92,1.78,5
41.03,North End,1.0,1014.59,-0.000592808259725075,1543223110,0.92,1.77,6
40.96,North Station,1.0,1014.59,-0.00011087104280704807,1543223110,0.92,1.8,7
40.93,Northeastern University,1.0,1014.58,9.707364719702127e-05,1543223110,0.92,1.81,8
41.71,South Station,1.0,1014.58,-0.00027021573824015377,1543223110,0.9,1.73,9
40.95,Theatre District,1.0,1014.58,-0.00033801454743809245,1543223110,0.92,1.76,10
40.89,Back Bay,0.93,1000.17,-0.0657225622590829,1545072302,0.78,7.54,0
40.61,Beacon Hill,0.92,1000.54,-0.06646208810001042,1545072302,0.79,7.43,1
40.96,Boston University,0.93,1000.18,-0.06602010859431573,1545072302,0.78,7.49,2
40.91,Fenway,0.93,1000.56,-0.06550418516279422,1545072302,0.78,7.42,3
41.14,Financial District,0.93,1000.16,-0.06405228785935435,1545072302,0.78,7.58,4
40.66,North End,0.92,1000.53,-0.0653382025694782,1545072302,0.79,7.45,6
40.82,North Station,0.93,1000.15,-0.0648795209960582,1545072302,0.78,7.54,7
40.94,Northeastern University,0.93,1000.18,-0.06421819751874125,1545072302,0.78,7.55,8
40.77,West End,0.93,1000.16,-0.0639368388821282,1545072302,0.79,7.54,11
28.47,Beacon Hill,0.52,1034.51,-0.026473824150158975,1544777102,0.77,3.17,1
28.37,Boston University,0.54,1034.51,-0.02760845420748126,1544777102,0.77,3.03,2
28.47,Financial District,0.52,1034.51,-0.024849866969972823,1544777102,0.78,3.22,4
28.42,West End,0.52,1034.51,-0.024352609185811502,1544777102,0.78,3.19,11
38.39,Back Bay,0.65,997.74,0.024172233974240953,1543455641,0.72,10.59,0
38.35,Beacon Hill,0.65,997.72,0.024475402844146288,1543455641,0.72,10.61,1
38.43,Boston University,0.65,997.76,0.0230806920626776,1543455641,0.72,10.49,2
38.14,Fenway,0.65,997.76,0.023685068011403132,1543455641,0.73,10.53,3
36.84,Financial District,0.65,997.71,0.025173489629295887,1543455641,0.77,10.69,4
38.3,Haymarket Square,0.65,997.71,0.025564945341869816,1543455641,0.72,10.65,5
38.33,North End,0.65,997.7,0.026044371531327215,1543455641,0.72,10.67,6
38.22,North Station,0.65,997.71,0.025246950084650166,1543455641,0.72,10.62,7
38.07,Northeastern University,0.66,997.75,0.02558376760813985,1543455641,0.73,10.58,8
36.75,South Station,0.66,997.71,0.026452886498802286,1543455641,0.77,10.7,9
38.09,Theatre District,0.66,997.72,0.02704577633389249,1543455641,0.73,10.66,10
38.17,West End,0.65,997.71,0.026148878989502577,1543455641,0.73,10.62,11
30.82,Back Bay,0.54,1034.9,-0.03970865329023354,1544744701,0.65,2.07,0
30.86,Beacon Hill,0.54,1034.9,-0.03947978639973826,1544744701,0.65,2.07,1
30.78,Boston University,0.53,1034.9,-0.04095632445418573,1544744701,0.65,2.01,2
30.33,Fenway,0.54,1034.89,-0.03992368537052471,1544744701,0.67,2.04,3
32.33,Financial District,0.54,1034.9,-0.03658213759671014,1544744701,0.62,2.12,4
30.78,Haymarket Square,0.54,1034.91,-0.03843984235696496,1544744701,0.66,2.08,5
30.85,North End,0.54,1034.91,-0.03799756715720548,1544744701,0.66,2.09,6
30.61,North Station,0.54,1034.91,-0.03877672206571958,1544744701,0.66,2.06,7
30.3,Northeastern University,0.54,1034.89,-0.03875857335242472,1544744701,0.67,2.07,8
30.44,Theatre District,0.54,1034.9,-0.03767793462479574,1544744701,0.67,2.1,10
30.54,West End,0.54,1034.91,-0.038306482295240585,1544744701,0.66,2.06,11
32.74,Back Bay,0.52,1033.75,-0.04843269135464823,1544730302,0.57,1.8,0
32.67,Beacon Hill,0.51,1033.75,-0.04849185560762237,1544730302,0.57,1.83,1
32.7,Boston University,0.52,1033.74,-0.050194328408224465,1544730302,0.56,1.7,2
32.86,Financial District,0.51,1033.75,-0.04682004354751257,1544730302,0.56,1.91,4
32.69,North Station,0.51,1033.75,-0.047233854087991745,1544730302,0.57,1.85,7
32.65,Northeastern University,0.52,1033.74,-0.04759151149148977,1544730302,0.57,1.79,8
32.85,South Station,0.51,1033.75,-0.045926886307356085,1544730302,0.56,1.92,9
32.65,Theatre District,0.51,1033.75,-0.04654630685945449,1544730302,0.57,1.87,10
32.63,West End,0.51,1033.75,-0.046899591706491606,1544730302,0.57,1.84,11
34.91,Haymarket Square,0.14,991.57,-0.09105447287008417,1543390081,0.79,6.58,5
34.77,Northeastern University,0.15,991.6,-0.09152352471848246,1543390081,0.8,6.47,8
37.42,Back Bay,0.93,1017.88,0.002,1543625574,0.67,3.03,0
37.4,Beacon Hill,0.93,1017.88,0.002,1543625574,0.67,3.08,1
37.24,Boston University,0.92,1018.03,-0.005069761241614401,1543625574,0.67,3.2,2
37.27,Fenway,0.93,1017.88,-0.00873152328749427,1543625574,0.68,2.93,3
37.39,Financial District,0.93,1017.88,0.002,1543625574,0.67,3.18,4
37.41,Haymarket Square,0.93,1017.88,0.002,1543625574,0.67,3.15,5
37.45,North End,0.93,1017.88,0.002,1543625574,0.67,3.18,6
37.37,North Station,0.93,1017.88,0.002,1543625574,0.67,3.13,7
37.31,Northeastern University,0.93,1017.88,-0.007357875476003528,1543625574,0.67,2.99,8
37.37,South Station,0.93,1017.88,0.0029,1543625574,0.67,3.18,9
37.32,Theatre District,0.93,1017.88,0.0039,1543625574,0.67,3.12,10
37.32,West End,0.93,1017.88,0.0002,1543625574,0.67,3.11,11
41.11,Back Bay,0.88,1016.05,-0.0380645332211742,1543603974,0.59,1.41,0
41.02,Beacon Hill,0.87,1016.05,-0.038783753410456256,1543603974,0.59,1.4,1
41.17,Fenway,0.88,1016.05,-0.03733874381101998,1543603974,0.59,1.42,3
41.17,Financial District,0.87,1016.05,-0.03772840931065957,1543603974,0.59,1.42,4
41.17,Haymarket Square,0.87,1016.05,-0.037732308459467845,1543603974,0.59,1.41,5
41.19,North End,0.87,1016.05,-0.037542157029122336,1543603974,0.59,1.41,6
41.21,North Station,0.87,1016.05,-0.037507340717795046,1543603974,0.59,1.4,7
41.18,Northeastern University,0.88,1016.05,-0.036251535991681294,1543603974,0.59,1.44,8
41.18,South Station,0.87,1016.05,-0.036796536610381736,1543603974,0.59,1.43,9
41.2,Theatre District,0.87,1016.05,-0.036761720299068656,1543603974,0.59,1.42,10
41.17,West End,0.87,1016.05,-0.036979027757112704,1543603974,0.59,1.4,11
42.33,Back Bay,0.92,1018.9,0.013,1544978701,0.73,9.38,0
42.35,Haymarket Square,0.91,1018.92,0.008,1544978701,0.73,9.47,5
42.38,North End,0.91,1018.92,0.008,1544978701,0.73,9.5,6
42.35,Theatre District,0.92,1018.9,0.007,1544978701,0.73,9.48,10
37.58,Back Bay,0.5,998.76,0.007523755797279819,1543465927,0.71,9.93,0
37.57,Beacon Hill,0.5,998.74,0.008040332976435138,1543465927,0.71,9.96,1
37.62,Boston University,0.49,998.77,0.005539688968653422,1543465927,0.71,9.81,2
37.31,Fenway,0.49,998.77,0.006105349457257603,1543465927,0.72,9.85,3
38.13,Financial District,0.51,998.73,0.010928729309810592,1543465927,0.7,10.04,4
37.51,Haymarket Square,0.51,998.73,0.010199928007253334,1543465927,0.72,10.01,5
37.55,North End,0.51,998.73,0.010346491461589835,1543465927,0.71,10.03,6
37.43,North Station,0.51,998.74,0.009922685959125488,1543465927,0.72,9.98,7
37.24,Northeastern University,0.49,998.77,0.007659035912240597,1543465927,0.72,9.91,8
38.03,South Station,0.51,998.74,0.011688420188434634,1543465927,0.7,10.05,9
37.26,Theatre District,0.5,998.74,0.009972816345950264,1543465927,0.72,10.01,10
37.37,West End,0.5,998.74,0.009715846870733458,1543465927,0.72,9.97,11
33.02,Back Bay,0.38,990.65,-0.08665335790932716,1543402927,0.83,6.49,0
32.97,Beacon Hill,0.37,990.64,-0.08686989503027576,1543402927,0.83,6.51,1
32.99,Boston University,0.39,990.65,-0.08679946840344144,1543402927,0.83,6.43,2
33.14,Fenway,0.39,990.65,-0.08643996991837355,1543402927,0.82,6.45,3
33.74,Financial District,0.37,990.64,-0.08548262245098215,1543402927,0.8,6.55,4
33.22,Haymarket Square,0.37,990.64,-0.08570717621478252,1543402927,0.82,6.54,5
33.25,North End,0.37,990.64,-0.08534233193530838,1543402927,0.82,6.55,6
33.28,Northeastern University,0.38,990.65,-0.08548687795899923,1543402927,0.82,6.48,8
33.78,South Station,0.37,990.64,-0.08449267656051518,1543402927,0.8,6.56,9
33.31,Theatre District,0.37,990.65,-0.08489035870297812,1543402927,0.82,6.53,10
33.23,West End,0.37,990.64,-0.08508987290140624,1543402927,0.82,6.52,11
40.41,Haymarket Square,0.92,1013.8,0.00594879239449142,1543210085,0.93,2.7,5
40.29,West End,0.92,1013.8,0.006552083772220385,1543210085,0.94,2.67,11
35.41,Back Bay,0.8,1018.49,-0.007088291573964511,1543636374,0.74,3.47,0
35.41,Beacon Hill,0.81,1018.49,-0.006085083895754906,1543636374,0.74,3.49,1
35.36,Boston University,0.8,1018.49,-0.007814218998120737,1543636374,0.74,3.41,2
35.26,Fenway,0.8,1018.49,-0.007701025209499335,1543636374,0.74,3.42,3
35.41,Financial District,0.81,1018.49,-0.005009435508867455,1543636374,0.74,3.53,4
35.43,Haymarket Square,0.81,1018.49,-0.004974619197540164,1543636374,0.74,3.52,5
35.47,North End,0.81,1018.49,-0.004590417187998241,1543636374,0.74,3.53,6
35.41,North Station,0.81,1018.49,-0.004865797836259844,1543636374,0.74,3.51,7
35.31,Northeastern University,0.8,1018.49,-0.006381051350842881,1543636374,0.74,3.45,8
35.4,South Station,0.81,1018.49,-0.004271613387771822,1543636374,0.74,3.53,9
35.34,Theatre District,0.81,1018.49,-0.004546994036019214,1543636374,0.74,3.51,10
35.35,West End,0.81,1018.49,-0.004531535454759705,1543636374,0.74,3.5,11
38.45,Back Bay,0.51,997.9,0.012001965852689978,1543457206,0.7,10.3,0
38.41,Beacon Hill,0.51,997.89,0.012656558169780396,1543457206,0.7,10.34,1
38.29,Fenway,0.51,997.92,0.010364035071930289,1543457206,0.7,10.18,3
38.64,Financial District,0.51,997.88,0.015379362091493931,1543457206,0.7,10.46,4
38.43,North End,0.51,997.87,0.0015,1543457206,0.7,10.44,6
38.36,North Station,0.51,997.88,0.002,1543457206,0.7,10.37,7
38.25,Northeastern University,0.51,997.92,0.012679438629447759,1543457206,0.71,10.26,8
38.59,South Station,0.51,997.88,0.016195088411379288,1543457206,0.7,10.47,9
38.26,Theatre District,0.51,997.89,0.015209435458444887,1543457206,0.71,10.41,10
38.31,West End,0.51,997.88,0.0015,1543457206,0.7,10.36,11
34.64,Back Bay,0.77,991.17,-0.061205029973777414,1543406782,0.76,6.62,0
34.59,Beacon Hill,0.77,991.16,-0.06088046562486227,1543406782,0.76,6.64,1
34.55,Boston University,0.78,991.18,-0.062047874115421564,1543406782,0.76,6.52,2
34.62,Fenway,0.78,991.18,-0.061139593558522165,1543406782,0.76,6.56,3
34.67,North Station,0.77,991.15,-0.059547070933902546,1543406782,0.76,6.66,7
35.04,South Station,0.77,991.16,-0.05794817273185515,1543406782,0.75,6.72,9
34.62,Theatre District,0.77,991.16,-0.05868279310730884,1543406782,0.76,6.69,10
